RunID_vial,_out_crystalscore,_rxn_M_acid,_rxn_M_inorganic,_rxn_M_organic,_rxn_organic-inchikey,_rxn_mixingtime1S,_rxn_mixingtime2S,_rxn_reactiontimeS,_rxn_stirrateRPM,_rxn_temperatureC,_feat_AtomCount_C,_feat_AtomCount_N,_feat_AvgPol,_feat_MolPol,_feat_Refractivity,_feat_bpKa1,_feat_AliphaticRingCount,_feat_AromaticRingCount,_feat_Aliphatic AtomCount,_feat_AromaticAtomCount,_feat_BondCount,_feat_CarboaliphaticRingCount,_feat_CarboaromaticRingCount,_feat_CarboRingCount,_feat_ChainAtomCount,_feat_ChiralCenterCount,_feat_RingAtomCount,_feat_SmallestRingSize,_feat_LargestRingSize,_feat_fsp3,_feat_HeteroaliphaticRingCount,_feat_HeteroaromaticRing Count,_feat_RotatableBondCount,_feat_BalabanIndex,_feat_CyclomaticNumber,_feat_HyperWienerIndex,_feat_WienerIndex,_feat_WienerPolarity,_feat_MinimalProjectionArea,_feat_MaximalProjectionArea,_feat_MinimalProjectionRadius,_feat_MaximalProjectionRadius,_feat_LengthPerpendicularToTheMinArea,_feat_LengthPerpendicularToTheMaxArea,_feat_VanderWaalsVolume,_feat_VanderWaalsSurfaceArea,_feat_ASA,_feat_ASA+,_feat_ASA-,_feat_ASA_H,_feat_ASA_P,_feat_PolarSurfaceArea,_feat_acceptorcount,_feat_Accsitecount,_feat_donorcount,_feat_donsitecount,_feat_sol_ph0,_feat_sol_ph1,_feat_sol_ph2,_feat_sol_ph3,_feat_sol_ph4,_feat_sol_ph5,_feat_sol_ph6,_feat_sol_ph7,_feat_sol_ph8,_feat_sol_ph9,_feat_sol_ph10,_feat_sol_ph11,_feat_sol_ph12,_feat_sol_ph13,_feat_sol_ph14,_feat_fr_NH2,_feat_fr_NH1,_feat_fr_NH0,_feat_fr_quatN,_feat_fr_ArN,_feat_fr_Ar_NH,_feat_fr_Imine,_feat_fr_amidine,_feat_fr_dihydropyridine,_feat_fr_guanido,_feat_fr_piperdine,_feat_fr_piperzine,_feat_fr_pyridine
2017-10-16T17_52_59.000000+00_00_LBL_E2,1,3.576725575,0.864188934,0.864161153,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_G2,1,3.576725575,0.864188934,0.864161153,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_B2,1,4.779491636,0.818854433,0.818828109,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_D2,1,4.194307475,0.840911118,0.840884085,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_F2,1,4.194307475,0.840911118,0.840884085,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_H2,1,5.266910655,0.800482699,0.800456966,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_A5,2,2.923978869,0.88898497,1.777395064,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_C5,2,4.779491636,0.819032054,1.637534468,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_E5,2,3.576725575,0.864376389,1.728193816,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_G5,2,3.576725575,0.864376389,1.728193816,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_B5,2,4.779491636,0.819032054,1.637534468,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_D5,2,4.194307475,0.841093523,1.681643141,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_F5,2,4.194307475,0.841093523,1.681643141,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_H5,2,5.266910655,0.800656335,1.600794913,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_A6,2,2.923978869,0.88898497,1.777395064,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_C6,2,4.779491636,0.819032054,1.637534468,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_E6,2,3.576725575,0.864376389,1.728193816,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_G6,2,3.576725575,0.864376389,1.728193816,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_B6,2,4.779491636,0.819032054,1.637534468,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_D6,2,4.194307475,0.841093523,1.681643141,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_F6,2,4.194307475,0.841093523,1.681643141,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_H6,2,5.266910655,0.800656335,1.600794913,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_A7,1,2.923978869,1.334522789,1.334479889,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_C7,1,4.779491636,1.22951116,1.229471635,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_E7,1,3.576725575,1.297580982,1.297539269,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_G7,1,3.576725575,1.297580982,1.297539269,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_B7,1,4.779491636,1.22951116,1.229471635,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-16T17_52_59.000000+00_00_LBL_D7,1,4.194307475,1.262629306,1.262588716,UPHCENSIMPJEIS-UHFFFAOYSA-N,900,1200,9000,500,82,8,1,14.69,15.43,50.58,9.79,0,1,3,6,21,0,1,1,3,0,6,6,6,0.25,0,0,2,1.85,1,203,94,8,24.96,46.76,3.37,5.03,10.13,5.96,130.2,217.67,304.55,218.15,86.4,256.14,48.41,27.64,0,0,1,3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,5.94,0.679,0.153,0.1,0.0951,0.0945,0.0945,0,0,0,1,0,0,0,0,0,0,0,0,0
